School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,over_25,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_overall,region,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,grad_students,undergrads_non_degree_seeking,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate,region_name
Jefferson Regional Medical Center School of Nursing,0.75,0.1964,0.0536,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.9643,2,2,0.4464,,,,,5,,,6923.0,,0.6148,,,,,36066.0,0.5845,Southeast
John Brown University,0.7374,0.0166,0.0781,0.0124,0.0124,0.0014,0.0504,0.0684,0.0228,0.3974,0.6026,4,2,0.10800000000000001,0.7577,590.0,570.0,1237.0,5,,21963.0,7083.0,0.9843,0.4419,542.0,330.0,800.0,1.0,47975.5,0.5845,Southeast
Career Academy of Hair Design,0.6793,0.0543,0.1467,0.0272,0.0707,0.0054,0.0163,0.0,0.0,0.038,0.9620000000000001,1,3,0.4185,,,,,5,,11257.0,,,0.7726,,,,,27754.0,0.5845,Southeast
Academy of Salon and Spa,0.5714,0.127,0.1587,0.0159,0.0635,0.0159,0.0476,0.0,0.0,0.0159,0.9841,1,3,0.381,,,,,5,,11630.0,,,0.5495,,,,,27754.0,0.5845,Southeast
Arkansas State University Mid-South,0.3362,0.5552,0.0441,0.0068,0.0051,0.0,0.0357,0.0153,0.0017,0.3548,0.6452,2,1,0.2203,,,,,5,6163.0,,4336.0,0.4175,0.0,,741.0,1390.0,,27754.0,0.5845,Southeast
Arkansas Northeastern College,0.622,0.3028,0.0588,0.0054,0.0011,0.0,0.0087,0.0,0.0011,0.3606,0.6394,2,1,0.2983,,,,,5,4371.0,,5204.0,1.0,0.0,,644.0,994.0,,27754.0,0.5845,Southeast
New Tyler Barber College Inc,0.0,0.9333,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.6333,0.3667,1,3,0.5667,,,,,5,,17068.0,,,0.3509,,,,,27754.0,0.5845,Southeast
Northwest Technical Institute,0.5801,0.0387,0.3094,0.0166,0.0055,0.0221,0.0276,0.0,0.0,0.6906,0.3094,1,1,0.3536,,,,,5,5136.0,,,,0.0,,,1500.0,,27754.0,0.5845,Southeast
Ouachita Baptist University,0.8038,0.0722,0.0584,0.0079,0.0039,0.0007,0.0282,0.0249,0.0,0.4239,0.5761,3,2,0.0147,0.6143,580.0,575.0,1194.0,5,,19815.0,6374.0,1.0,0.6096,,109.0,1100.0,1.0,47975.5,0.5845,Southeast
Arkansas State University Three Rivers,0.6667,0.2305,0.0419,0.0057,0.0057,0.0,0.0476,0.0,0.0019,0.261,0.7390000000000001,2,1,0.2858,,,,,5,6085.0,,4886.0,0.3211,0.1803,,626.0,1200.0,,27754.0,0.5845,Southeast
Ozarka College,0.9499,0.0147,0.0208,0.0049,0.0086,0.0012,0.0,0.0,0.0,0.2689,0.7311,2,1,0.2701,,,,,5,4939.0,,4804.0,0.3864,0.187,,352.0,1100.0,,27754.0,0.5845,Southeast
University of the Ozarks,0.4384,0.0677,0.1145,0.0086,0.0086,0.0012,0.0382,0.2599,0.0628,0.4914,0.5086,3,2,0.0255,0.5019,480.0,480.0,1046.0,5,,12924.0,6720.0,0.7353,0.5206,,12.0,,5.0,47975.5,0.5845,Southeast
University of Arkansas Community College-Morrilton,0.728,0.0939,0.0939,0.0061,0.0018,0.0,0.0533,0.0188,0.0042,0.3622,0.6378,2,1,0.2865,0.7551,,,,5,5013.0,,5161.0,1.0,0.2003,,185.0,1500.0,2.0,27754.0,0.5845,Southeast
Philander Smith College,0.003,0.9217,0.01,0.001,0.001,0.003,0.0181,0.0341,0.008,0.3614,0.6386,3,2,0.0964,,,,,5,,14141.0,5808.0,1.0,0.82,,,1200.0,,47975.5,0.5845,Southeast
Phillips Community College of the University of Arkansas,0.4014,0.5532,0.0213,0.0043,0.0014,0.0,0.0184,0.0,0.0,0.3319,0.6681,2,1,0.1888,,,,,5,4566.0,,4924.0,0.6484,0.0,,836.0,1200.0,,27754.0,0.5845,Southeast
Southeast Arkansas College,0.2194,0.618,0.1371,0.0088,0.002,0.001,0.0137,0.0,0.0,0.3203,0.6797,2,1,0.4226,,,,,5,7010.0,,4872.0,0.4563,0.2817,,264.0,1320.0,,27754.0,0.5845,Southeast
Professional Cosmetology Education Center,0.5,0.4773,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,0.3864,,,,,5,,5780.0,,,0.5741,,,,,27754.0,0.5845,Southeast
University of Arkansas-Pulaski Technical College,0.4377,0.4288,0.0259,0.016,0.006,0.0015,0.0361,0.0099,0.038,0.3532,0.6468,2,1,0.3914,,,,,5,12030.0,,4828.0,1.0,0.4342,,902.0,772.0,,27754.0,0.5845,Southeast
University of Arkansas Hope-Texarkana,0.5097,0.3769,0.0918,0.0065,0.0054,0.0011,0.0054,0.0,0.0032,0.2613,0.7387,2,1,0.2822,,,,,5,6696.0,,4520.0,0.5233,0.0,,470.0,1136.0,,27754.0,0.5845,Southeast
University of Arkansas Community College Rich Mountain,0.7901,0.0115,0.0763,0.0115,0.0191,0.0038,0.0248,0.0573,0.0057,0.3416,0.6584,2,1,0.2913,,,,,5,4696.0,,4648.0,0.3333,0.0,,341.0,750.0,,27754.0,0.5845,Southeast
Paul Mitchell the School-Arkansas,0.7941,0.0098,0.1275,0.0294,0.0294,0.0098,0.0,0.0,0.0,0.0588,0.9412,1,3,0.1569,,,,,5,,23492.0,,,0.5894,,,,,27754.0,0.5845,Southeast
Searcy Beauty College,0.9041,0.0137,0.0411,0.0,0.0411,0.0,0.0,0.0,0.0,0.0137,0.9863,1,3,0.4658,,,,,5,,20625.0,,,0.6639,,,,,27754.0,0.5845,Southeast
Shorter College,0.0181,0.9367,0.0271,0.0,0.0045,0.0,0.0136,0.0,0.0,0.2941,0.7059,2,2,0.7828,,,,,5,,13747.0,3487.0,1.0,0.8272,,,500.0,,36066.0,0.5845,Southeast
Williams Baptist University,0.7285,0.1309,0.040999999999999995,0.0,0.0039,0.002,0.0215,0.0723,0.0,0.5352,0.4648,4,2,0.0475,0.5878,450.0,520.0,1062.0,5,,18444.0,5468.0,1.0,0.5929,24.0,14.0,1250.0,1.0,47975.5,0.5845,Southeast
South Arkansas Community College,0.5371,0.3686,0.0515,0.0061,0.0026,0.0,0.021,0.0105,0.0026,0.2524,0.7476,2,1,0.3576,,,,,5,8101.0,,4896.0,1.0,0.2363,,298.0,1635.0,,27754.0,0.5845,Southeast
Southern Arkansas University Main Campus,0.6596,0.2405,0.0458,0.0066,0.0044,0.0006,0.0218,0.0205,0.0,0.4444,0.5556,4,1,0.0982,0.6506,529.0,538.0,1085.0,5,14270.0,,6850.0,0.6641,0.7623,889.0,422.0,1600.0,1.0,47975.5,0.5845,Southeast
Southern Arkansas University Tech,0.4744,0.4034,0.0483,0.0028,0.0028,0.0,0.0625,0.0057,0.0,0.446,0.5539999999999999,2,1,0.2087,,,,,5,9554.0,,4295.0,0.6609999999999999,0.1216,,398.0,1500.0,,27754.0,0.5845,Southeast
Velvatex College of Beauty Culture,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,0.7333,,,,,5,,7685.0,,,0.3889,,,,,27754.0,0.5845,Southeast
University of Arkansas-Fort Smith,0.6424,0.0367,0.1378,0.0528,0.0193,0.001,0.0985,0.0115,0.0,0.402,0.598,4,1,0.1946,,,,,5,9637.0,,6986.0,0.672,0.3504,36.0,1346.0,1605.0,,47975.5,0.5845,Southeast
Academy of Art University,0.1511,0.0632,0.1082,0.0528,0.0046,0.0053,0.0283,0.2563,0.3301,0.4339,0.5661,4,3,0.409,,,,,8,,34145.0,8678.0,0.2086,0.4724,3118.0,124.0,1972.0,,47975.5,0.5845,Far West
Academy of Chinese Culture and Health Sciences,,,,,,,,,,,,4,2,,,,,,8,,,,,,133.0,,,,,0.5845,Far West
Avalon School of Cosmetology-Alameda,0.1489,0.2979,0.38299999999999995,0.0851,0.0,0.0213,0.0213,0.0,0.0426,0.0,1.0,1,3,0.2766,,,,,8,,15539.0,,,0.5,,,,,27754.0,0.5845,Far West
Allan Hancock College,0.2172,0.0198,0.6464,0.0339,0.0029,0.0028,0.0309,0.0019,0.0443,0.4542,0.5458,2,1,0.2842,,,,,8,3810.0,,8531.0,0.2798,0.0106,,2865.0,1971.0,,36066.0,0.5845,Far West
American Academy of Dramatic Arts-Los Angeles,0.3825,0.0996,0.0876,0.012,0.008,0.004,0.0717,0.3028,0.0319,0.3625,0.6375,2,2,0.1155,0.7847,,,,8,,38205.0,8594.0,0.1739,0.5133,,,570.0,3.0,36066.0,0.5845,Far West
Berkeley School of Theology,,,,,,,,,,,,4,2,,,,,,8,,,6382.0,0.5,,39.0,,,,,0.5845,Far West
American Film Institute Conservatory,,,,,,,,,,,,4,2,,,,,,8,,,8536.0,0.1412,,334.0,,,,,0.5845,Far West
American Beauty College,0.0761,0.0109,0.8696,0.0109,0.0109,0.0,0.0109,0.0,0.0109,0.3587,0.6413,1,3,0.4783,,,,,8,,9579.0,,,0.4703,,,,,27754.0,0.5845,Far West
American Career College-Los Angeles,0.0645,0.1347,0.6324,0.1168,0.0026,0.0198,0.0262,0.0,0.0032,0.22399999999999998,0.7759999999999999,2,3,0.4907,,,,,8,,18804.0,6035.0,,0.6026,,,,,27754.0,0.5845,Far West
American Conservatory Theater,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2,0.2222,,,,,8,,,10514.0,1.0,0.0,34.0,8.0,500.0,3.0,27754.0,0.5845,Far West
American River College,0.377,0.0719,0.292,0.1153,0.0049,0.0085,0.0539,0.0036,0.0729,0.5453,0.4547,2,1,0.532,,,,,8,4816.0,,8832.0,0.3996,0.0306,,2599.0,1854.0,,27754.0,0.5845,Far West
Antelope Valley College,0.1567,0.1395,0.5803,0.0353,0.0035,0.0016,0.0439,0.0013,0.0379,0.423,0.5770000000000001,3,1,0.33299999999999996,,,,,8,4775.0,,8669.0,0.1913,0.0707,,1575.0,900.0,,36066.0,0.5845,Far West
The Creative Center,0.85,0.0,0.05,0.0,0.025,0.0,0.075,0.0,0.0,0.275,0.725,3,3,0.05,0.963,,,,4,,38413.0,6000.0,,0.9487,,,4900.0,3.0,47975.5,0.5845,Plains
Associated Technical College-Los Angeles,0.0896,0.4299,0.3761,0.0119,0.0,0.0,0.0537,0.0,0.0388,0.4597,0.5403,1,3,0.7909999999999999,,,,,8,,22633.0,,,0.3766,,,,,27754.0,0.5845,Far West
Associated Technical College-San Diego,0.2118,0.2471,0.4235,0.0235,0.0,0.0471,0.0,0.0,0.0471,0.7765,0.2235,1,3,0.7059,,,,,8,,23019.0,,,0.4675,,,,,27754.0,0.5845,Far West
Los Angeles Pacific University,0.231,0.1843,0.4402,0.064,0.0038,0.0141,0.0288,0.0,0.0339,0.2054,0.7946,4,2,0.8468,,,,,8,,19232.0,7416.0,0.0769,0.7344,334.0,56.0,1200.0,,47975.5,0.5845,Far West
Bakersfield College,0.1782,0.0487,0.6734,0.0391,0.0033,0.001,0.0327,0.0029,0.0208,0.4435,0.5565,3,1,0.28800000000000003,,,,,8,4720.0,,10430.0,0.4946,0.0122,,6435.0,1971.0,,36066.0,0.5845,Far West
Barstow Community College,0.2424,0.1557,0.4345,0.0321,0.0064,0.0129,0.0643,0.005,0.0468,0.3402,0.6598,2,1,0.4873,,,,,8,9518.0,,9455.0,0.2529,0.0,,277.0,2293.0,,36066.0,0.5845,Far West
Bellus Academy-Chula Vista,0.0251,0.1297,0.6318,0.0837,0.0126,0.0084,0.0962,0.0,0.0126,0.3096,0.6904,1,3,0.4477,,,,,8,,19501.0,,,0.6261,,,,,27754.0,0.5845,Far West
Bethesda University,0.0659,0.1202,0.1318,0.1395,0.0,0.0,0.0233,0.5194,0.0,0.7016,0.2984,4,2,0.3953,,,,,8,,16133.0,2083.0,0.1311,0.2676,139.0,,400.0,,47975.5,0.5845,Far West
Biola University,0.4542,0.0275,0.2074,0.1506,0.0027,0.0079,0.0635,0.0501,0.036000000000000004,0.3672,0.6328,4,2,0.0688,0.6985,605.0,590.0,1198.0,8,,31859.0,7676.0,0.6093,0.563,2060.0,12.0,1970.0,1.0,47975.5,0.5845,Far West
Brownson Technical School,0.2264,0.0377,0.5849,0.1321,0.0,0.0,0.0,0.0,0.0189,1.0,0.0,1,3,0.4717,,,,,8,,29628.0,,,0.7544,,,,,27754.0,0.5845,Far West
Bryan University,0.4224,0.2072,0.0709,0.0063,0.0054,0.0036,0.0735,0.0,0.2108,0.3193,0.6807,4,3,0.8413,,,,,6,,17472.0,5128.0,0.1446,0.684,,,,,36066.0,0.5845,Southwest
Butte College,0.5025,0.0212,0.3046,0.0605,0.0106,0.0032,0.0605,0.0105,0.0263,0.4502,0.5498,2,1,0.3037,,,,,8,5070.0,,9099.0,0.3138,0.0516,,851.0,1970.0,,36066.0,0.5845,Far West
California Institute of Integral Studies,0.5942,0.087,0.1739,0.0435,0.0,0.0,0.0725,0.0145,0.0145,0.2609,0.7391,4,2,0.8551,,,,,8,,,8549.0,0.2886,0.6721,1407.0,,,,47975.5,0.5845,Far West
Cabrillo College,0.4028,0.0116,0.4718,0.0313,0.0029,0.0016,0.0507,0.0074,0.0198,0.4574,0.5426,2,1,0.3738,,,,,8,8487.0,,8449.0,0.3951,0.013999999999999999,,1233.0,1746.0,,36066.0,0.5845,Far West
California Baptist University,0.3853,0.0638,0.3638,0.0596,0.0062,0.0099,0.0562,0.0225,0.0327,0.3756,0.6244,4,2,0.2156,0.7828,555.0,545.0,1096.0,8,,24707.0,9815.0,0.4411,0.6867,2855.0,20.0,1970.0,1.0,47975.5,0.5845,Far West
California College of the Arts,0.1931,0.0405,0.1402,0.1436,0.0096,0.0062,0.0137,0.4344,0.0186,0.3567,0.6433,4,2,0.1221,0.8503,,,,8,,33876.0,9728.0,0.2392,0.3467,394.0,11.0,1500.0,3.0,47975.5,0.5845,Far West
University of California-Hastings College of Law,,,,,,,,,,,,4,1,,,,,,8,,,17648.0,0.4658,,979.0,,,,,0.5845,Far West
California Institute of Technology,0.2697,0.0171,0.1716,0.3657,0.0,0.0011,0.0896,0.0842,0.0011,0.5469,0.4531,4,2,0.0064,0.0642,750.0,795.0,1557.0,8,,24274.0,20595.0,0.9289,0.0422,1299.0,,1428.0,1.0,47975.5,0.5845,Far West
California Lutheran University,0.4088,0.037000000000000005,0.3718,0.0481,0.0016,0.0049,0.0718,0.0299,0.026000000000000002,0.4368,0.5632,4,2,0.1098,0.7142,585.0,575.0,1168.0,8,,26489.0,10402.0,1.0,0.5273,1225.0,1.0,1971.0,1.0,47975.5,0.5845,Far West
California Polytechnic State University-San Luis Obispo,0.5364,0.0084,0.1757,0.1365,0.0014,0.0022,0.077,0.0214,0.0411,0.518,0.48200000000000004,4,1,0.0333,0.2842,660.0,680.0,1342.0,8,21595.0,,10598.0,0.6936,0.2894,923.0,50.0,1941.0,1.0,47975.5,0.5845,Far West
Alliant International University-San Diego,0.4037,0.0734,0.1927,0.0856,0.0,0.0,0.0245,0.1346,0.0856,0.4159,0.5841,4,3,0.3962,0.6667,,,,8,,,8695.0,0.875,0.1085,2905.0,304.0,1972.0,3.0,27754.0,0.5845,Far West
California State University-Bakersfield,0.1463,0.0461,0.5951,0.0619,0.0043,0.0017,0.0227,0.0433,0.0787,0.3772,0.6228,4,1,0.2186,0.8071,,,,8,5318.0,,9640.0,0.4915,0.3187,1550.0,231.0,2058.0,2.0,47975.5,0.5845,Far West
California State University-Stanislaus,0.1957,0.0225,0.5639,0.0915,0.0025,0.004,0.0332,0.039,0.0476,0.3475,0.6525,4,1,0.1981,0.8929,,,,8,6019.0,,9678.0,0.5115,0.3243,1251.0,37.0,1700.0,2.0,47975.5,0.5845,Far West
California State University-San Bernardino,0.1072,0.0464,0.6719,0.05,0.0017,0.0013,0.0214,0.0665,0.0337,0.3928,0.6072,4,1,0.1966,0.6856,505.0,495.0,985.0,8,7342.0,,9808.0,0.4995,0.3067,2356.0,319.0,1971.0,1.0,47975.5,0.5845,Far West
California State Polytechnic University-Pomona,0.1497,0.0335,0.4725,0.2152,0.0014,0.0021,0.036000000000000004,0.0594,0.0303,0.5286,0.4714,4,1,0.1855,0.5459,560.0,580.0,1143.0,8,12734.0,,10766.0,0.4405,0.3197,1604.0,81.0,1800.0,1.0,47975.5,0.5845,Far West
California State University-Chico,0.4313,0.0279,0.3455,0.055999999999999994,0.005,0.0025,0.0538,0.0265,0.0514,0.4689,0.5311,4,1,0.1362,0.7233,550.0,540.0,1089.0,8,15017.0,,9692.0,0.5573,0.4363,946.0,120.0,1970.0,1.0,47975.5,0.5845,Far West
California State University-Dominguez Hills,0.0541,0.1051,0.6607,0.0745,0.0008,0.0025,0.0254,0.0491,0.0277,0.3753,0.6247,4,1,0.331,0.77,,,,8,4215.0,,9761.0,0.4058,0.29100000000000004,2612.0,37.0,1970.0,2.0,47975.5,0.5845,Far West
California State University-Fresno,0.1792,0.0263,0.5455,0.1272,0.004,0.0018,0.0263,0.0551,0.0346,0.4095,0.5905,4,1,0.147,0.5794,520.0,515.0,1030.0,8,5464.0,,9653.0,0.5538,0.2707,2757.0,385.0,1972.0,1.0,47975.5,0.5845,Far West
California State University-Fullerton,0.1799,0.0188,0.4581,0.2098,0.0011,0.0018,0.0393,0.0616,0.0295,0.4311,0.5689,4,1,0.1955,0.5269,555.0,560.0,1113.0,8,7991.0,,10392.0,0.4788,0.2631,5110.0,248.0,2058.0,1.0,47975.5,0.5845,Far West
California State University-East Bay,0.14800000000000002,0.0995,0.3649,0.2266,0.001,0.0102,0.0504,0.0546,0.0448,0.3993,0.6007,4,1,0.3289,0.7618,,,,8,11116.0,,10382.0,0.4538,0.3326,2862.0,98.0,1972.0,2.0,47975.5,0.5845,Far West
California State University-Long Beach,0.1681,0.0373,0.4436,0.2104,0.0011,0.0027,0.0464,0.064,0.0266,0.4369,0.5631,4,1,0.1767,0.3927,570.0,575.0,1146.0,8,9622.0,,10346.0,0.4785,0.3005,5620.0,154.0,2058.0,1.0,47975.5,0.5845,Far West
California State University-Los Angeles,0.0459,0.0314,0.6972,0.1248,0.0008,0.001,0.0135,0.0644,0.0209,0.4211,0.5789,4,1,0.2304,0.4781,495.0,490.0,979.0,8,2768.0,,10216.0,0.3966,0.2561,3874.0,54.0,2058.0,1.0,47975.5,0.5845,Far West
California State University-Northridge,0.2036,0.0481,0.515,0.0944,0.001,0.001,0.03,0.0712,0.0357,0.4527,0.5473,4,1,0.2097,0.5934,515.0,505.0,1019.0,8,8414.0,,10414.0,0.4396,0.2781,5111.0,86.0,2058.0,1.0,47975.5,0.5845,Far West
California State University-Sacramento,0.2512,0.0604,0.3454,0.1938,0.0021,0.0086,0.0604,0.0342,0.0437,0.4454,0.5546,4,1,0.2211,0.8226,520.0,520.0,1035.0,8,9979.0,,9863.0,0.4812,0.3226,3173.0,101.0,1970.0,1.0,47975.5,0.5845,Far West
University of California-Berkeley,0.2396,0.0191,0.1609,0.3553,0.0011,0.0017,0.0586,0.1271,0.0366,0.4604,0.5396,4,1,0.055999999999999994,0.1625,695.0,735.0,1449.0,8,15329.0,,17763.0,0.6757,0.2176,11837.0,3.0,870.0,1.0,47975.5,0.5845,Far West
University of California-Davis,0.2303,0.0212,0.2317,0.2764,0.0015,0.0038,0.0551,0.1675,0.0125,0.3928,0.6072,4,1,0.0541,0.3887,630.0,660.0,1298.0,8,14669.0,,15374.0,0.8472,0.3027,7652.0,20.0,1158.0,1.0,47975.5,0.5845,Far West
University of California-Irvine,0.133,0.0199,0.2572,0.3606,0.0007,0.0025,0.0442,0.1703,0.0117,0.4786,0.5214,4,1,0.0446,0.2654,620.0,675.0,1306.0,8,14783.0,,16113.0,0.8182,0.3202,6526.0,15.0,1390.0,1.0,47975.5,0.5845,Far West
University of California-Riverside,0.1149,0.0367,0.4129,0.3417,0.0013,0.0038,0.0397,0.0385,0.0104,0.4606,0.5394,4,1,0.0605,0.5652,610.0,620.0,1239.0,8,12871.0,,14100.0,0.8728,0.4496,3492.0,40.0,1436.0,1.0,47975.5,0.5845,Far West
University of California-San Diego,0.1936,0.0169,0.2181,0.33,0.0008,0.0026,0.0486,0.1754,0.0141,0.4998,0.5002,4,1,0.0537,0.3148,665.0,705.0,1375.0,8,14232.0,,16447.0,0.8472,0.3197,7942.0,5.0,1128.0,1.0,47975.5,0.5845,Far West
University of California-San Francisco,,,,,,,,,,,,4,1,,,,,,8,,,15881.0,0.6052,,3180.0,,,,,0.5845,Far West
University of California-Santa Barbara,0.3003,0.0197,0.2498,0.1729,0.0015,0.0013,0.0842,0.1476,0.0228,0.4544,0.5456,4,1,0.03,0.2956,665.0,690.0,1370.0,8,15884.0,,16692.0,0.8694,0.3143,2965.0,12.0,1184.0,1.0,47975.5,0.5845,Far West
University of California-Santa Cruz,0.3107,0.0175,0.2629,0.2189,0.0009,0.0011,0.0819,0.09,0.0162,0.521,0.479,4,1,0.0518,0.5131,635.0,655.0,1306.0,8,18186.0,,15094.0,0.7595,0.3887,1977.0,,1085.0,1.0,47975.5,0.5845,Far West
Sofia University,0.375,0.125,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.875,4,3,0.7778,,,,,8,,,5322.0,0.3036,0.8,1340.0,1.0,,,47975.5,0.5845,Far West
California Beauty School,0.2952,0.0571,0.5333,0.0476,0.0381,0.0095,0.0095,0.0,0.0095,0.019,0.981,1,3,0.1714,,,,,8,,13661.0,,,0.6442,,,,,27754.0,0.5845,Far West
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,0.2038,0.3679,490.0,500.0,1001.0,8,,20318.0,5466.0,0.2093,0.6635,497.0,,1917.0,1.0,47975.5,0.5845,Far West
Lock Haven University,0.8361,0.0749,0.0339,0.0101,0.0026,0.0015,0.0209,0.0041,0.016,0.4024,0.5976,4,1,0.1048,0.9483,515.0,510.0,1026.0,2,20506.0,,10322.0,0.8841,0.7522,410.0,64.0,1803.0,1.0,47975.5,0.5845,Mid East
California Hair Design Academy,0.4297,0.0781,0.2969,0.0859,0.0,0.0,0.1094,0.0,0.0,0.2031,0.7969,1,3,0.5625,,,,,8,,21545.0,,,0.2885,,,,,27754.0,0.5845,Far West
California Institute of the Arts,0.4059,0.0404,0.134,0.1064,0.0039,0.001,0.0581,0.2079,0.0424,0.4463,0.5537,4,2,0.09699999999999999,0.2528,,,,8,,50412.0,9640.0,0.5986,0.4596,499.0,6.0,2590.0,3.0,47975.5,0.5845,Far West
California State University Maritime Academy,0.4544,0.0296,0.2239,0.10099999999999999,0.0066,0.0187,0.1065,0.0077,0.0516,0.8299,0.1701,4,1,0.0878,0.7621,,,,8,20597.0,,10147.0,0.7474,0.4838,30.0,,1300.0,2.0,47975.5,0.5845,Far West
California Western School of Law,,,,,,,,,,,,4,2,,,,,,8,,,11473.0,0.3958,,793.0,,,,,0.5845,Far West
Canada College,0.2118,0.026000000000000002,0.4573,0.1401,0.0015,0.0139,0.0418,0.0597,0.048,0.3962,0.6038,2,1,0.4261,,,,,8,1697.0,,10562.0,0.3973,0.0075,,988.0,1971.0,,36066.0,0.5845,Far West
College of the Canyons,0.2822,0.0524,0.5046,0.0998,0.004,0.0024,0.018000000000000002,0.0095,0.027000000000000003,0.5324,0.4676,2,1,0.3432,,,,,8,4088.0,,9028.0,0.2719,0.0133,,2187.0,1971.0,,36066.0,0.5845,Far West
Career Academy of Beauty,0.327,0.0503,0.4403,0.1447,0.0126,0.0063,0.0189,0.0,0.0,0.0126,0.9874,1,3,0.5409,,,,,8,,16192.0,,,0.5409,,,,,27754.0,0.5845,Far West
Casa Loma College-Van Nuys,0.4568,0.0617,0.358,0.1111,0.0,0.0062,0.0,0.0062,0.0,0.3333,0.6667,2,2,0.7284,,,,,8,,17673.0,4580.0,0.3125,0.7552,,,,,36066.0,0.5845,Far West
CET-San Diego,0.1765,0.1294,0.4765,0.2059,0.0059,0.0,0.0059,0.0,0.0,0.7588,0.2412,1,2,0.6529,,,,,8,,18734.0,,,0.4108,,,,,27754.0,0.5845,Far West
CET-San Jose,0.0699,0.0393,0.7817,0.0568,0.0131,0.0044,0.0306,0.0,0.0044,0.6419,0.3581,1,2,0.4585,,,,,8,,16430.0,,,0.4479,,,,,27754.0,0.5845,Far West
CET-El Centro,0.0,0.0,0.9954,0.0,0.0,0.0,0.0046,0.0,0.0,0.7235,0.2765,1,2,0.6037,,,,,8,,6962.0,,,0.1159,,,,,27754.0,0.5845,Far West
CET-Colton,0.1687,0.1265,0.6566,0.012,0.0181,0.0,0.0181,0.0,0.0,0.9217,0.0783,1,2,0.6386,,,,,8,,16473.0,,,0.5075,,,,,27754.0,0.5845,Far West
CET-Watsonville,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3707,0.6293,1,2,0.319,,,,,8,,9949.0,,,0.0958,,,,,27754.0,0.5845,Far West
CET-Salinas,0.0069,0.0069,0.9722,0.0,0.0069,0.0,0.0069,0.0,0.0,0.2014,0.7986,1,2,0.2014,,,,,8,,13181.0,,,0.1679,,,,,27754.0,0.5845,Far West
Cerritos College,0.0767,0.0505,0.6546,0.07,0.0025,0.0033,0.0231,0.0057,0.1137,0.4816,0.5184,2,1,0.401,,,,,8,4022.0,,10488.0,0.3611,0.0254,,948.0,1972.0,,36066.0,0.5845,Far West
Cerro Coso Community College,0.3704,0.077,0.4063,0.0427,0.0221,0.0046,0.0528,0.0005,0.0237,0.4122,0.5878,2,1,0.4885,,,,,8,7684.0,,10704.0,0.3708,0.0,,1255.0,1971.0,,36066.0,0.5845,Far West
Chabot College,0.1391,0.0992,0.4087,0.2354,0.0025,0.0156,0.0642,0.0057,0.0295,0.4855,0.5145,2,1,0.3966,,,,,8,4192.0,,9946.0,0.3826,0.0091,,1136.0,1971.0,,36066.0,0.5845,Far West
Chaffey College,0.1307,0.0715,0.6616,0.0637,0.0021,0.0021,0.027999999999999997,0.0071,0.0334,0.4015,0.5985,2,1,0.3385,,,,,8,9699.0,,9713.0,0.2216,0.0,,3421.0,1972.0,,36066.0,0.5845,Far West
Chapman University,0.5151,0.0169,0.1612,0.1429,0.0014,0.003,0.0784,0.0388,0.0424,0.3936,0.6064,4,2,0.024,0.5565,640.0,645.0,1296.0,8,,41350.0,12004.0,0.9945,0.4797,2345.0,211.0,1600.0,1.0,47975.5,0.5845,Far West
Charles R Drew University of Medicine and Science,0.0437,0.38799999999999996,0.3169,0.1093,0.0,0.0,0.0601,0.0219,0.0601,0.3497,0.6503,4,2,0.6111,0.3164,449.0,440.0,889.0,8,,16171.0,8456.0,0.2727,0.6809999999999999,550.0,15.0,1972.0,5.0,36066.0,0.5845,Far West
Concordia University-Irvine,0.4829,0.0412,0.253,0.0969,0.0035,0.0029,0.0708,0.0459,0.0029,0.3941,0.6059,4,2,0.1283,0.7081,545.0,555.0,1100.0,8,,26143.0,7371.0,0.9291,0.6051,2173.0,15.0,1900.0,1.0,47975.5,0.5845,Far West
San Diego Christian College,0.4009,0.1087,0.3305,0.0277,0.0085,0.0085,0.0597,0.0277,0.0277,0.4733,0.5267,4,2,0.332,0.5526,535.0,515.0,1050.0,8,,34609.0,6852.0,0.0791,0.7022,63.0,19.0,1970.0,5.0,47975.5,0.5845,Far West
Stockton Christian Life College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,,,,,,8,,,,,,,,,,,0.5845,Far West
Church Divinity School of the Pacific,,,,,,,,,,,,4,2,,,,,,8,,,7482.0,0.3333,,75.0,,,,,0.5845,Far West
