School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,admissions_rate,sat_mid_overall,region
Saint Peter's University,0.1347,0.1986,0.4896,0.0833,0.0022,0.0052,0.0117,0.0233,0.0514,0.3795,0.6205,4,2,0.8096,1018.0,2
Seton Hall University,0.5034,0.0765,0.1785,0.1051,0.0012,0.0008,0.0431,0.0371,0.0543,0.4729,0.5271,4,2,0.7363,1246.0,2
Stevens Institute of Technology,0.6163,0.0236,0.1181,0.1719,0.0008,0.0,0.0,0.0272,0.042,0.7056,0.2944,4,2,0.3996,1429.0,2
Stockton University,0.6459,0.0863,0.1481,0.0674,0.0021,0.0014,0.0321,0.0062,0.0105,0.4087,0.5913,4,1,0.7632,1119.0,2
The College of New Jersey,0.6181,0.0563,0.147,0.1159,0.0012,0.0012,0.0132,0.0056,0.0415,0.4246,0.5754,4,1,0.4928,1267.0,2
Eastern New Mexico University-Main Campus,0.3952,0.0577,0.4286,0.0094,0.0213,0.0076,0.0279,0.0234,0.0289,0.4001,0.5999,4,1,0.5825,1028.0,6
Eastern New Mexico University-Main Campus,0.3952,0.0577,0.4286,0.0094,0.0213,0.0076,0.0279,0.0234,0.0289,0.4001,0.5999,4,1,0.5825,1028.0,6
Eastern New Mexico University-Main Campus,0.3952,0.0577,0.4286,0.0094,0.0213,0.0076,0.0279,0.0234,0.0289,0.4001,0.5999,4,1,0.5825,1028.0,6
Eastern New Mexico University-Main Campus,0.3952,0.0577,0.4286,0.0094,0.0213,0.0076,0.0279,0.0234,0.0289,0.4001,0.5999,4,1,0.5825,1028.0,6
Eastern New Mexico University-Main Campus,0.3952,0.0577,0.4286,0.0094,0.0213,0.0076,0.0279,0.0234,0.0289,0.4001,0.5999,4,1,0.5825,1028.0,6
Eastern New Mexico University-Main Campus,0.3952,0.0577,0.4286,0.0094,0.0213,0.0076,0.0279,0.0234,0.0289,0.4001,0.5999,4,1,0.5825,1028.0,6
New Mexico Military Institute,0.2872,0.1358,0.282,0.0235,0.0366,0.0522,0.0444,0.1279,0.0104,0.7963,0.2037,2,1,0.3358,1043.0,6
New Mexico Military Institute,0.2872,0.1358,0.282,0.0235,0.0366,0.0522,0.0444,0.1279,0.0104,0.7963,0.2037,2,1,0.3358,1043.0,6
New Mexico Military Institute,0.2872,0.1358,0.282,0.0235,0.0366,0.0522,0.0444,0.1279,0.0104,0.7963,0.2037,2,1,0.3358,1043.0,6
New Mexico Institute of Mining and Technology,0.5157,0.0137,0.3127,0.0435,0.0443,0.0016,0.0346,0.0161,0.0177,0.7051,0.2949,4,1,0.7979,1257.0,6
New Mexico Institute of Mining and Technology,0.5157,0.0137,0.3127,0.0435,0.0443,0.0016,0.0346,0.0161,0.0177,0.7051,0.2949,4,1,0.7979,1257.0,6
New Mexico State University-Main Campus,0.2486,0.0232,0.6275,0.0125,0.023,0.0016,0.0202,0.0312,0.0123,0.4404,0.5596,4,1,0.5458,1061.0,6
New Mexico State University-Main Campus,0.2486,0.0232,0.6275,0.0125,0.023,0.0016,0.0202,0.0312,0.0123,0.4404,0.5596,4,1,0.5458,1061.0,6
Adelphi University,0.4959,0.0876,0.1729,0.1105,0.0021,0.0006,0.0282,0.0375,0.0646,0.3094,0.6906,4,2,0.743,1161.0,2
Adelphi University,0.4959,0.0876,0.1729,0.1105,0.0021,0.0006,0.0282,0.0375,0.0646,0.3094,0.6906,4,2,0.743,1161.0,2
Albany College of Pharmacy and Health Sciences,0.5431,0.0635,0.0723,0.1777,0.0025,0.0,0.0305,0.0571,0.0533,0.3832,0.6168,4,2,0.7107,1242.0,2
Albany College of Pharmacy and Health Sciences,0.5431,0.0635,0.0723,0.1777,0.0025,0.0,0.0305,0.0571,0.0533,0.3832,0.6168,4,2,0.7107,1242.0,2
Alfred University,0.5833,0.1301,0.0905,0.0174,0.0012,0.0,0.0264,0.0713,0.0797,0.5288,0.4712,4,2,0.6245,1076.0,2
Alfred University,0.5833,0.1301,0.0905,0.0174,0.0012,0.0,0.0264,0.0713,0.0797,0.5288,0.4712,4,2,0.6245,1076.0,2
Barnard College,0.4973,0.0534,0.1133,0.1545,0.0011,0.0011,0.0622,0.1129,0.0042,0.0,1.0,3,2,0.1177,1445.0,2
Barnard College,0.4973,0.0534,0.1133,0.1545,0.0011,0.0011,0.0622,0.1129,0.0042,0.0,1.0,3,2,0.1177,1445.0,2
Canisius College,0.7123,0.0884,0.0674,0.0304,0.0028,0.0019,0.0234,0.0341,0.0393,0.5122,0.4878,4,2,0.8270000000000001,1158.0,2
Canisius College,0.7123,0.0884,0.0674,0.0304,0.0028,0.0019,0.0234,0.0341,0.0393,0.5122,0.4878,4,2,0.8270000000000001,1158.0,2
Clarkson University,0.7901,0.0295,0.054000000000000006,0.0379,0.0013,0.0003,0.0386,0.0255,0.0228,0.6938,0.3062,4,2,0.746,1258.0,2
Clarkson University,0.7901,0.0295,0.054000000000000006,0.0379,0.0013,0.0003,0.0386,0.0255,0.0228,0.6938,0.3062,4,2,0.746,1258.0,2
Colgate University,0.6538,0.0391,0.086,0.0506,0.0007,0.0017,0.0401,0.0948,0.0331,0.4474,0.5526,4,2,0.2258,1437.0,2
Colgate University,0.6538,0.0391,0.086,0.0506,0.0007,0.0017,0.0401,0.0948,0.0331,0.4474,0.5526,4,2,0.2258,1437.0,2
Columbia University in the City of New York,0.3483,0.0667,0.1387,0.173,0.0044,0.0011,0.0529,0.181,0.0341,0.5203,0.4797,4,2,0.0545,1511.0,2
Columbia University in the City of New York,0.3483,0.0667,0.1387,0.173,0.0044,0.0011,0.0529,0.181,0.0341,0.5203,0.4797,4,2,0.0545,1511.0,2
Cooper Union for the Advancement of Science and Art,0.3152,0.0462,0.1209,0.2393,0.0,0.0,0.0403,0.1623,0.0758,0.5853,0.4147,4,2,0.1545,1430.0,2
Cooper Union for the Advancement of Science and Art,0.3152,0.0462,0.1209,0.2393,0.0,0.0,0.0403,0.1623,0.0758,0.5853,0.4147,4,2,0.1545,1430.0,2
CUNY Bernard M Baruch College,0.1987,0.0866,0.2558,0.3361,0.0013,0.0014,0.0215,0.0986,0.0,0.5346,0.4654,4,1,0.4347,1260.0,2
CUNY Bernard M Baruch College,0.1987,0.0866,0.2558,0.3361,0.0013,0.0014,0.0215,0.0986,0.0,0.5346,0.4654,4,1,0.4347,1260.0,2
CUNY Brooklyn College,0.2779,0.1972,0.2503,0.2139,0.0021,0.0013,0.0247,0.0326,0.0,0.4331,0.5669,4,1,0.4499,1130.0,2
CUNY Brooklyn College,0.2779,0.1972,0.2503,0.2139,0.0021,0.0013,0.0247,0.0326,0.0,0.4331,0.5669,4,1,0.4499,1130.0,2
CUNY City College,0.1291,0.1516,0.3838,0.2472,0.0015,0.0014,0.0242,0.0612,0.0,0.4762,0.5238,4,1,0.4649,1145.0,2
CUNY City College,0.1291,0.1516,0.3838,0.2472,0.0015,0.0014,0.0242,0.0612,0.0,0.4762,0.5238,4,1,0.4649,1145.0,2
CUNY Hunter College,0.2098,0.0948,0.3211,0.2904,0.0017,0.0019,0.0271,0.0534,0.0,0.355,0.645,4,1,0.3517,1260.0,2
CUNY Hunter College,0.2098,0.0948,0.3211,0.2904,0.0017,0.0019,0.0271,0.0534,0.0,0.355,0.645,4,1,0.3517,1260.0,2
CUNY John Jay College of Criminal Justice,0.1475,0.1633,0.5155,0.1129,0.0038,0.0027,0.0226,0.0318,0.0,0.4129,0.5871,4,1,0.4053,1055.0,2
CUNY John Jay College of Criminal Justice,0.1475,0.1633,0.5155,0.1129,0.0038,0.0027,0.0226,0.0318,0.0,0.4129,0.5871,4,1,0.4053,1055.0,2
CUNY Lehman College,0.0489,0.2622,0.5816,0.0613,0.0019,0.0019,0.0116,0.0307,0.0,0.328,0.672,4,1,0.3778,1070.0,2
CUNY Lehman College,0.0489,0.2622,0.5816,0.0613,0.0019,0.0019,0.0116,0.0307,0.0,0.328,0.672,4,1,0.3778,1070.0,2
CUNY Queens College,0.2294,0.0901,0.3028,0.2945,0.0036,0.0037,0.0231,0.0527,0.0,0.4606,0.5394,4,1,0.4879,1120.0,2
CUNY Queens College,0.2294,0.0901,0.3028,0.2945,0.0036,0.0037,0.0231,0.0527,0.0,0.4606,0.5394,4,1,0.4879,1120.0,2
D'Youville College,0.6921,0.1005,0.0522,0.0659,0.0052,0.0,0.0241,0.0196,0.0404,0.2544,0.7456,4,2,0.8805,1133.0,2
D'Youville College,0.6921,0.1005,0.0522,0.0659,0.0052,0.0,0.0241,0.0196,0.0404,0.2544,0.7456,4,2,0.8805,1133.0,2
Elmira College,0.7481,0.0488,0.063,0.0154,0.009000000000000001,0.0026,0.0334,0.0437,0.036000000000000004,0.3432,0.6568,4,2,0.8012,1128.0,2
Elmira College,0.7481,0.0488,0.063,0.0154,0.009000000000000001,0.0026,0.0334,0.0437,0.036000000000000004,0.3432,0.6568,4,2,0.8012,1128.0,2
Fordham University,0.5555,0.0394,0.1558,0.1118,0.0004,0.0012,0.042,0.0825,0.0115,0.4326,0.5674,4,2,0.4588,1356.0,2
Fordham University,0.5555,0.0394,0.1558,0.1118,0.0004,0.0012,0.042,0.0825,0.0115,0.4326,0.5674,4,2,0.4588,1356.0,2
Hartwick College,0.6232,0.0999,0.0694,0.0313,0.0135,0.0008,0.0,0.0178,0.1439,0.3971,0.6029,3,2,0.8015,1123.0,2
Hartwick College,0.6232,0.0999,0.0694,0.0313,0.0135,0.0008,0.0,0.0178,0.1439,0.3971,0.6029,3,2,0.8015,1123.0,2
Hobart William Smith Colleges,0.7323,0.0584,0.0634,0.0309,0.0029,0.0005,0.0221,0.0486,0.0408,0.4754,0.5246,4,2,0.6608,1286.0,2
Hobart William Smith Colleges,0.7323,0.0584,0.0634,0.0309,0.0029,0.0005,0.0221,0.0486,0.0408,0.4754,0.5246,4,2,0.6608,1286.0,2
Hofstra University,0.5488,0.0945,0.1317,0.1181,0.0034,0.0013,0.0292,0.0544,0.0186,0.4464,0.5536,4,2,0.6849,1262.0,2
Hofstra University,0.5488,0.0945,0.1317,0.1181,0.0034,0.0013,0.0292,0.0544,0.0186,0.4464,0.5536,4,2,0.6849,1262.0,2
Houghton College,0.7459,0.0651,0.013,0.0369,0.0054,0.0,0.0521,0.0347,0.0467,0.3974,0.6026,4,2,0.807,1193.0,2
Houghton College,0.7459,0.0651,0.013,0.0369,0.0054,0.0,0.0521,0.0347,0.0467,0.3974,0.6026,4,2,0.807,1193.0,2
Iona College,0.5144,0.1214,0.2475,0.0255,0.0051,0.0018,0.0197,0.0281,0.0365,0.5166,0.4834,4,2,0.8411,1087.0,2
Iona College,0.5144,0.1214,0.2475,0.0255,0.0051,0.0018,0.0197,0.0281,0.0365,0.5166,0.4834,4,2,0.8411,1087.0,2
Jewish Theological Seminary of America,0.7552,0.0,0.0769,0.0,0.006999999999999999,0.0,0.0,0.021,0.1399,0.4266,0.5734,4,2,0.5948,1420.0,2
Jewish Theological Seminary of America,0.7552,0.0,0.0769,0.0,0.006999999999999999,0.0,0.0,0.021,0.1399,0.4266,0.5734,4,2,0.5948,1420.0,2
LIM College,0.4145,0.1924,0.1648,0.0786,0.0076,0.0055,0.0041,0.0641,0.0683,0.1048,0.8952,4,3,0.8346,1042.0,2
LIM College,0.4145,0.1924,0.1648,0.0786,0.0076,0.0055,0.0041,0.0641,0.0683,0.1048,0.8952,4,3,0.8346,1042.0,2
Le Moyne College,0.7646,0.0621,0.0678,0.0344,0.0023,0.0004,0.031,0.014,0.0235,0.4016,0.5984,4,2,0.7362,1186.0,2
Le Moyne College,0.7646,0.0621,0.0678,0.0344,0.0023,0.0004,0.031,0.014,0.0235,0.4016,0.5984,4,2,0.7362,1186.0,2
Long Island University,0.3772,0.14,0.1392,0.1149,0.0036,0.0016,0.0224,0.0368,0.1643,0.3254,0.6746,4,2,0.8009,1192.0,2
Long Island University,0.3772,0.14,0.1392,0.1149,0.0036,0.0016,0.0224,0.0368,0.1643,0.3254,0.6746,4,2,0.8009,1192.0,2
Marymount Manhattan College,0.561,0.1009,0.1742,0.032,0.0016,0.0005,0.0494,0.0304,0.0499,0.2078,0.7922,3,2,0.7955,1110.0,2
Marymount Manhattan College,0.561,0.1009,0.1742,0.032,0.0016,0.0005,0.0494,0.0304,0.0499,0.2078,0.7922,3,2,0.7955,1110.0,2
Mercy College of Ohio,0.7632,0.111,0.0569,0.0207,0.0033,0.0007,0.0408,0.0,0.0033,0.1324,0.8676,3,2,0.6013,1046.0,3
Mercy College of Ohio,0.7632,0.111,0.0569,0.0207,0.0033,0.0007,0.0408,0.0,0.0033,0.1324,0.8676,3,2,0.6013,1046.0,3
Mercy College of Ohio,0.7632,0.111,0.0569,0.0207,0.0033,0.0007,0.0408,0.0,0.0033,0.1324,0.8676,3,2,0.6013,1046.0,3
Mercy College of Ohio,0.7632,0.111,0.0569,0.0207,0.0033,0.0007,0.0408,0.0,0.0033,0.1324,0.8676,3,2,0.6013,1046.0,3
Mercy College of Ohio,0.7632,0.111,0.0569,0.0207,0.0033,0.0007,0.0408,0.0,0.0033,0.1324,0.8676,3,2,0.6013,1046.0,3
Mercy College of Ohio,0.7632,0.111,0.0569,0.0207,0.0033,0.0007,0.0408,0.0,0.0033,0.1324,0.8676,3,2,0.6013,1046.0,3
Mercy College of Ohio,0.7632,0.111,0.0569,0.0207,0.0033,0.0007,0.0408,0.0,0.0033,0.1324,0.8676,3,2,0.6013,1046.0,3
Mercy College of Ohio,0.7632,0.111,0.0569,0.0207,0.0033,0.0007,0.0408,0.0,0.0033,0.1324,0.8676,3,2,0.6013,1046.0,3
Molloy College,0.5978,0.0905,0.1859,0.0814,0.0026,0.0023,0.019,0.0053,0.0152,0.2726,0.7274,4,2,0.7796,1162.0,2
Molloy College,0.5978,0.0905,0.1859,0.0814,0.0026,0.0023,0.019,0.0053,0.0152,0.2726,0.7274,4,2,0.7796,1162.0,2
Mount Saint Mary College,0.5701,0.0759,0.177,0.0209,0.0043,0.0,0.0134,0.0032,0.1353,0.2743,0.7257,4,2,0.9381,1072.0,2
Mount Saint Mary College,0.5701,0.0759,0.177,0.0209,0.0043,0.0,0.0134,0.0032,0.1353,0.2743,0.7257,4,2,0.9381,1072.0,2
College of Mount Saint Vincent,0.2211,0.1809,0.4335,0.0733,0.0005,0.0005,0.0353,0.0092,0.0456,0.2808,0.7192,4,2,0.9217,1015.0,2
College of Mount Saint Vincent,0.2211,0.1809,0.4335,0.0733,0.0005,0.0005,0.0353,0.0092,0.0456,0.2808,0.7192,4,2,0.9217,1015.0,2
College of Mount Saint Vincent,0.2211,0.1809,0.4335,0.0733,0.0005,0.0005,0.0353,0.0092,0.0456,0.2808,0.7192,4,2,0.9217,1015.0,2
College of Mount Saint Vincent,0.2211,0.1809,0.4335,0.0733,0.0005,0.0005,0.0353,0.0092,0.0456,0.2808,0.7192,4,2,0.9217,1015.0,2
College of Mount Saint Vincent,0.2211,0.1809,0.4335,0.0733,0.0005,0.0005,0.0353,0.0092,0.0456,0.2808,0.7192,4,2,0.9217,1015.0,2
College of Mount Saint Vincent,0.2211,0.1809,0.4335,0.0733,0.0005,0.0005,0.0353,0.0092,0.0456,0.2808,0.7192,4,2,0.9217,1015.0,2
College of Mount Saint Vincent,0.2211,0.1809,0.4335,0.0733,0.0005,0.0005,0.0353,0.0092,0.0456,0.2808,0.7192,4,2,0.9217,1015.0,2
College of Mount Saint Vincent,0.2211,0.1809,0.4335,0.0733,0.0005,0.0005,0.0353,0.0092,0.0456,0.2808,0.7192,4,2,0.9217,1015.0,2
The New School,0.3343,0.0443,0.1189,0.1068,0.0014,0.001,0.0437,0.3125,0.0372,0.2442,0.7558,4,2,0.5734,1275.0,2
The New School,0.3343,0.0443,0.1189,0.1068,0.0014,0.001,0.0437,0.3125,0.0372,0.2442,0.7558,4,2,0.5734,1275.0,2
State University of New York at New Paltz,0.5926,0.0629,0.2136,0.0526,0.0007,0.001,0.028,0.0207,0.0277,0.3746,0.6254,4,1,0.4518,1192.0,2
State University of New York at New Paltz,0.5926,0.0629,0.2136,0.0526,0.0007,0.001,0.028,0.0207,0.0277,0.3746,0.6254,4,1,0.4518,1192.0,2
State University of New York at New Paltz,0.5926,0.0629,0.2136,0.0526,0.0007,0.001,0.028,0.0207,0.0277,0.3746,0.6254,4,1,0.4518,1192.0,2
State University of New York at New Paltz,0.5926,0.0629,0.2136,0.0526,0.0007,0.001,0.028,0.0207,0.0277,0.3746,0.6254,4,1,0.4518,1192.0,2
State University of New York at New Paltz,0.5926,0.0629,0.2136,0.0526,0.0007,0.001,0.028,0.0207,0.0277,0.3746,0.6254,4,1,0.4518,1192.0,2
State University of New York at New Paltz,0.5926,0.0629,0.2136,0.0526,0.0007,0.001,0.028,0.0207,0.0277,0.3746,0.6254,4,1,0.4518,1192.0,2
State University of New York at New Paltz,0.5926,0.0629,0.2136,0.0526,0.0007,0.001,0.028,0.0207,0.0277,0.3746,0.6254,4,1,0.4518,1192.0,2
State University of New York at New Paltz,0.5926,0.0629,0.2136,0.0526,0.0007,0.001,0.028,0.0207,0.0277,0.3746,0.6254,4,1,0.4518,1192.0,2
Niagara University,0.6596,0.0542,0.0459,0.0142,0.0058,0.0011,0.0262,0.1664,0.0266,0.3633,0.6367,4,2,0.8921,1136.0,2
Niagara University,0.6596,0.0542,0.0459,0.0142,0.0058,0.0011,0.0262,0.1664,0.0266,0.3633,0.6367,4,2,0.8921,1136.0,2
New York Institute of Technology,0.2603,0.0975,0.1875,0.1908,0.0027,0.0036,0.0511,0.1505,0.056,0.6123,0.3877,4,2,0.6779999999999999,1191.0,2
New York Institute of Technology,0.2603,0.0975,0.1875,0.1908,0.0027,0.0036,0.0511,0.1505,0.056,0.6123,0.3877,4,2,0.6779999999999999,1191.0,2
Nyack College,0.1529,0.2988,0.3343,0.0602,0.0089,0.003,0.0325,0.0759,0.0335,0.4497,0.5503,4,2,0.9776,956.0,2
Nyack College,0.1529,0.2988,0.3343,0.0602,0.0089,0.003,0.0325,0.0759,0.0335,0.4497,0.5503,4,2,0.9776,956.0,2
Pace University,0.49,0.1013,0.1411,0.0751,0.0029,0.0012,0.0443,0.0956,0.0485,0.3754,0.6246,4,2,0.7871,1150.0,2
Pace University,0.49,0.1013,0.1411,0.0751,0.0029,0.0012,0.0443,0.0956,0.0485,0.3754,0.6246,4,2,0.7871,1150.0,2
Davis & Elkins College,0.3602,0.0462,0.0264,0.0079,0.0,0.0013,0.0053,0.0594,0.4934,0.4142,0.5858,3,2,0.398,1044.0,5
Davis & Elkins College,0.3602,0.0462,0.0264,0.0079,0.0,0.0013,0.0053,0.0594,0.4934,0.4142,0.5858,3,2,0.398,1044.0,5
Davis & Elkins College,0.3602,0.0462,0.0264,0.0079,0.0,0.0013,0.0053,0.0594,0.4934,0.4142,0.5858,3,2,0.398,1044.0,5
Davis & Elkins College,0.3602,0.0462,0.0264,0.0079,0.0,0.0013,0.0053,0.0594,0.4934,0.4142,0.5858,3,2,0.398,1044.0,5
Davis & Elkins College,0.3602,0.0462,0.0264,0.0079,0.0,0.0013,0.0053,0.0594,0.4934,0.4142,0.5858,3,2,0.398,1044.0,5
Davis & Elkins College,0.3602,0.0462,0.0264,0.0079,0.0,0.0013,0.0053,0.0594,0.4934,0.4142,0.5858,3,2,0.398,1044.0,5
Davis & Elkins College,0.3602,0.0462,0.0264,0.0079,0.0,0.0013,0.0053,0.0594,0.4934,0.4142,0.5858,3,2,0.398,1044.0,5
Davis & Elkins College,0.3602,0.0462,0.0264,0.0079,0.0,0.0013,0.0053,0.0594,0.4934,0.4142,0.5858,3,2,0.398,1044.0,5
Pratt Institute-Main,0.35600000000000004,0.0371,0.0979,0.1322,0.0008,0.0005,0.0341,0.3321,0.0093,0.29,0.71,4,2,0.555,1273.0,2
Pratt Institute-Main,0.35600000000000004,0.0371,0.0979,0.1322,0.0008,0.0005,0.0341,0.3321,0.0093,0.29,0.71,4,2,0.555,1273.0,2
Rensselaer Polytechnic Institute,0.4674,0.0413,0.0975,0.1532,0.0018,0.0005,0.0534,0.1596,0.0255,0.6784,0.3216,4,2,0.4741,1399.0,2
Rensselaer Polytechnic Institute,0.4674,0.0413,0.0975,0.1532,0.0018,0.0005,0.0534,0.1596,0.0255,0.6784,0.3216,4,2,0.4741,1399.0,2
Roberts Wesleyan College,0.7291,0.0892,0.0661,0.0199,0.0024,0.0024,0.043,0.047,0.0008,0.3211,0.6789,4,2,0.6658,1143.0,2
Roberts Wesleyan College,0.7291,0.0892,0.0661,0.0199,0.0024,0.0024,0.043,0.047,0.0008,0.3211,0.6789,4,2,0.6658,1143.0,2
Rochester Institute of Technology,0.6529,0.0435,0.0806,0.1023,0.0012,0.0004,0.041,0.063,0.0151,0.6651,0.3349,4,2,0.7073,1328.0,2
Rochester Institute of Technology,0.6529,0.0435,0.0806,0.1023,0.0012,0.0004,0.041,0.063,0.0151,0.6651,0.3349,4,2,0.7073,1328.0,2
St Bonaventure University,0.7403,0.0582,0.0683,0.0358,0.005,0.0011,0.0213,0.0325,0.0375,0.5322,0.4678,4,2,0.7502,1135.0,2
St Bonaventure University,0.7403,0.0582,0.0683,0.0358,0.005,0.0011,0.0213,0.0325,0.0375,0.5322,0.4678,4,2,0.7502,1135.0,2
Lawrence University,0.607,0.0604,0.1032,0.0596,0.0035,0.0014,0.0393,0.1221,0.0035,0.4589,0.5411,3,2,0.6208,1324.0,3
Lawrence University,0.607,0.0604,0.1032,0.0596,0.0035,0.0014,0.0393,0.1221,0.0035,0.4589,0.5411,3,2,0.6208,1324.0,3
Lawrence University,0.607,0.0604,0.1032,0.0596,0.0035,0.0014,0.0393,0.1221,0.0035,0.4589,0.5411,3,2,0.6208,1324.0,3
Lawrence University,0.607,0.0604,0.1032,0.0596,0.0035,0.0014,0.0393,0.1221,0.0035,0.4589,0.5411,3,2,0.6208,1324.0,3
Lawrence University,0.607,0.0604,0.1032,0.0596,0.0035,0.0014,0.0393,0.1221,0.0035,0.4589,0.5411,3,2,0.6208,1324.0,3
Lawrence University,0.607,0.0604,0.1032,0.0596,0.0035,0.0014,0.0393,0.1221,0.0035,0.4589,0.5411,3,2,0.6208,1324.0,3
St. Thomas Aquinas College,0.4983,0.1115,0.2352,0.0253,0.0017,0.0,0.0148,0.0636,0.0497,0.5096,0.4904,4,2,0.8058,1028.0,2
St. Thomas Aquinas College,0.4983,0.1115,0.2352,0.0253,0.0017,0.0,0.0148,0.0636,0.0497,0.5096,0.4904,4,2,0.8058,1028.0,2
Sarah Lawrence College,0.61,0.0418,0.0909,0.0462,0.0007,0.0,0.0506,0.1136,0.0462,0.2515,0.7485,4,2,0.531,1344.0,2
Sarah Lawrence College,0.61,0.0418,0.0909,0.0462,0.0007,0.0,0.0506,0.1136,0.0462,0.2515,0.7485,4,2,0.531,1344.0,2
Skidmore College,0.618,0.051,0.0944,0.0566,0.0,0.0,0.0525,0.1065,0.0211,0.4047,0.5953,4,2,0.3005,1330.0,2
Skidmore College,0.618,0.051,0.0944,0.0566,0.0,0.0,0.0525,0.1065,0.0211,0.4047,0.5953,4,2,0.3005,1330.0,2
St. Joseph's College-New York,0.3557,0.1752,0.2613,0.0546,0.0042,0.0031,0.0315,0.0462,0.0682,0.3494,0.6506,4,2,0.7124,1095.0,2
St. Joseph's College-New York,0.3557,0.1752,0.2613,0.0546,0.0042,0.0031,0.0315,0.0462,0.0682,0.3494,0.6506,4,2,0.7124,1095.0,2
St. Joseph's College-Long Island,0.6342,0.0451,0.1659,0.0224,0.0037,0.001,0.0194,0.001,0.1075,0.3097,0.6903,4,2,0.7299,1127.0,2
St. Joseph's College-Long Island,0.6342,0.0451,0.1659,0.0224,0.0037,0.001,0.0194,0.001,0.1075,0.3097,0.6903,4,2,0.7299,1127.0,2
St. John's University-New York,0.4174,0.1428,0.1458,0.1592,0.0042,0.0018,0.0514,0.0451,0.0323,0.4361,0.5639,4,2,0.7234,1202.0,2
St. John's University-New York,0.4174,0.1428,0.1458,0.1592,0.0042,0.0018,0.0514,0.0451,0.0323,0.4361,0.5639,4,2,0.7234,1202.0,2
SUNY College of Technology at Alfred,0.7263,0.133,0.0915,0.0125,0.0029,0.0011,0.0293,0.0035,0.0,0.6266,0.3734,3,1,0.6674,1063.0,2
SUNY College of Technology at Alfred,0.7263,0.133,0.0915,0.0125,0.0029,0.0011,0.0293,0.0035,0.0,0.6266,0.3734,3,1,0.6674,1063.0,2
SUNY College of Technology at Canton,0.6578,0.1331,0.113,0.0131,0.0156,0.0003,0.0264,0.0159,0.0248,0.4416,0.5584,3,1,0.8462,1022.0,2
SUNY College of Technology at Canton,0.6578,0.1331,0.113,0.0131,0.0156,0.0003,0.0264,0.0159,0.0248,0.4416,0.5584,3,1,0.8462,1022.0,2
SUNY College of Technology at Delhi,0.5794,0.1668,0.1678,0.0189,0.0047,0.0003,0.027000000000000003,0.0034,0.0317,0.4604,0.5396,4,1,0.7203,1025.0,2
SUNY College of Technology at Delhi,0.5794,0.1668,0.1678,0.0189,0.0047,0.0003,0.027000000000000003,0.0034,0.0317,0.4604,0.5396,4,1,0.7203,1025.0,2
SUNY College of Agriculture and Technology at Cobleskill,0.6956,0.1142,0.1156,0.0159,0.0036,0.0005,0.0318,0.0132,0.0096,0.4595,0.5405,3,1,0.5372,1007.0,2
SUNY College of Agriculture and Technology at Cobleskill,0.6956,0.1142,0.1156,0.0159,0.0036,0.0005,0.0318,0.0132,0.0096,0.4595,0.5405,3,1,0.5372,1007.0,2
Farmingdale State College,0.5263,0.0948,0.2332,0.0943,0.0023,0.0016,0.0267,0.0173,0.0035,0.5846,0.4154,4,1,0.5489,1076.0,2
Farmingdale State College,0.5263,0.0948,0.2332,0.0943,0.0023,0.0016,0.0267,0.0173,0.0035,0.5846,0.4154,4,1,0.5489,1076.0,2
SUNY Morrisville,0.6102,0.2446,0.0849,0.0104,0.0038,0.0004,0.028,0.0108,0.0069,0.4662,0.5338,3,1,0.7485,976.0,2
SUNY Morrisville,0.6102,0.2446,0.0849,0.0104,0.0038,0.0004,0.028,0.0108,0.0069,0.4662,0.5338,3,1,0.7485,976.0,2
SUNY at Albany,0.4356,0.1921,0.1765,0.0854,0.0022,0.0008,0.0363,0.0499,0.0213,0.4832,0.5168,4,1,0.5425,1177.0,2
SUNY at Albany,0.4356,0.1921,0.1765,0.0854,0.0022,0.0008,0.0363,0.0499,0.0213,0.4832,0.5168,4,1,0.5425,1177.0,2
Binghamton University,0.5795,0.0468,0.1194,0.1468,0.0005,0.0003,0.0288,0.065,0.0131,0.4977,0.5023,4,1,0.4053,1370.0,2
Binghamton University,0.5795,0.0468,0.1194,0.1468,0.0005,0.0003,0.0288,0.065,0.0131,0.4977,0.5023,4,1,0.4053,1370.0,2
University at Buffalo,0.4754,0.084,0.0731,0.1547,0.0035,0.0007,0.0222,0.1403,0.046,0.5616,0.4384,4,1,0.6108,1254.0,2
University at Buffalo,0.4754,0.084,0.0731,0.1547,0.0035,0.0007,0.0222,0.1403,0.046,0.5616,0.4384,4,1,0.6108,1254.0,2
University at Buffalo,0.4754,0.084,0.0731,0.1547,0.0035,0.0007,0.0222,0.1403,0.046,0.5616,0.4384,4,1,0.6108,1254.0,2
University at Buffalo,0.4754,0.084,0.0731,0.1547,0.0035,0.0007,0.0222,0.1403,0.046,0.5616,0.4384,4,1,0.6108,1254.0,2
University at Buffalo,0.4754,0.084,0.0731,0.1547,0.0035,0.0007,0.0222,0.1403,0.046,0.5616,0.4384,4,1,0.6108,1254.0,2
University at Buffalo,0.4754,0.084,0.0731,0.1547,0.0035,0.0007,0.0222,0.1403,0.046,0.5616,0.4384,4,1,0.6108,1254.0,2
University at Buffalo,0.4754,0.084,0.0731,0.1547,0.0035,0.0007,0.0222,0.1403,0.046,0.5616,0.4384,4,1,0.6108,1254.0,2
