School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,admissions_rate,sat_mid_overall,region
Bacone College,0.0982,0.0945,0.0218,0.0145,0.6473,0.0182,0.0145,0.0145,0.0764,0.4909,0.5091,3,2,0.7201,875.0,6
Bacone College,0.0982,0.0945,0.0218,0.0145,0.6473,0.0182,0.0145,0.0145,0.0764,0.4909,0.5091,3,2,0.7201,875.0,6
Oklahoma Wesleyan University,0.6204,0.0845,0.0532,0.0012,0.0787,0.0035,0.0914,0.0602,0.0069,0.4213,0.5787,4,2,0.5751,1057.0,6
Oklahoma Wesleyan University,0.6204,0.0845,0.0532,0.0012,0.0787,0.0035,0.0914,0.0602,0.0069,0.4213,0.5787,4,2,0.5751,1057.0,6
University of Central Oklahoma,0.5305,0.0881,0.1254,0.0381,0.0343,0.0013,0.1036,0.0442,0.0345,0.4,0.6,4,1,0.841,1105.0,6
University of Central Oklahoma,0.5305,0.0881,0.1254,0.0381,0.0343,0.0013,0.1036,0.0442,0.0345,0.4,0.6,4,1,0.841,1105.0,6
East Central University,0.5598,0.0489,0.0541,0.0051,0.1541,0.0029,0.0416,0.1033,0.0302,0.4097,0.5903,4,1,0.5934,1049.0,6
East Central University,0.5598,0.0489,0.0541,0.0051,0.1541,0.0029,0.0416,0.1033,0.0302,0.4097,0.5903,4,1,0.5934,1049.0,6
Randall University,0.4434,0.1068,0.2298,0.0065,0.0841,0.0065,0.0324,0.0485,0.0421,0.6343,0.3657,4,2,0.4396,1070.0,6
Randall University,0.4434,0.1068,0.2298,0.0065,0.0841,0.0065,0.0324,0.0485,0.0421,0.6343,0.3657,4,2,0.4396,1070.0,6
Northeastern State University,0.476,0.0448,0.061,0.0206,0.1863,0.0007,0.1798,0.0239,0.006999999999999999,0.3771,0.6229,4,1,0.9961,1082.0,6
Northeastern State University,0.476,0.0448,0.061,0.0206,0.1863,0.0007,0.1798,0.0239,0.006999999999999999,0.3771,0.6229,4,1,0.9961,1082.0,6
Northwestern Oklahoma State University,0.5944,0.0703,0.109,0.0063,0.0779,0.0032,0.019,0.006999999999999999,0.1128,0.3973,0.6027,4,1,0.6255,1033.0,6
Northwestern Oklahoma State University,0.5944,0.0703,0.109,0.0063,0.0779,0.0032,0.019,0.006999999999999999,0.1128,0.3973,0.6027,4,1,0.6255,1033.0,6
Oklahoma Christian University,0.7304,0.0713,0.0731,0.0257,0.0181,0.0012,0.0772,0.0,0.0029,0.4918,0.5082,4,2,0.6655,1170.0,6
Oklahoma Christian University,0.7304,0.0713,0.0731,0.0257,0.0181,0.0012,0.0772,0.0,0.0029,0.4918,0.5082,4,2,0.6655,1170.0,6
Oklahoma Christian University,0.7304,0.0713,0.0731,0.0257,0.0181,0.0012,0.0772,0.0,0.0029,0.4918,0.5082,4,2,0.6655,1170.0,6
Oklahoma Christian University,0.7304,0.0713,0.0731,0.0257,0.0181,0.0012,0.0772,0.0,0.0029,0.4918,0.5082,4,2,0.6655,1170.0,6
Oklahoma Christian University,0.7304,0.0713,0.0731,0.0257,0.0181,0.0012,0.0772,0.0,0.0029,0.4918,0.5082,4,2,0.6655,1170.0,6
Oklahoma Christian University,0.7304,0.0713,0.0731,0.0257,0.0181,0.0012,0.0772,0.0,0.0029,0.4918,0.5082,4,2,0.6655,1170.0,6
Oklahoma Christian University,0.7304,0.0713,0.0731,0.0257,0.0181,0.0012,0.0772,0.0,0.0029,0.4918,0.5082,4,2,0.6655,1170.0,6
Oklahoma Christian University,0.7304,0.0713,0.0731,0.0257,0.0181,0.0012,0.0772,0.0,0.0029,0.4918,0.5082,4,2,0.6655,1170.0,6
Oklahoma State University-Main Campus,0.6829,0.0417,0.083,0.0198,0.0449,0.001,0.0948,0.0312,0.0009,0.504,0.496,4,1,0.6998,1209.0,6
Oklahoma State University-Main Campus,0.6829,0.0417,0.083,0.0198,0.0449,0.001,0.0948,0.0312,0.0009,0.504,0.496,4,1,0.6998,1209.0,6
Oklahoma Baptist University,0.6869,0.0602,0.0284,0.0059,0.0473,0.0012,0.1282,0.0295,0.0124,0.3987,0.6013,4,2,0.5748,1139.0,6
Oklahoma Baptist University,0.6869,0.0602,0.0284,0.0059,0.0473,0.0012,0.1282,0.0295,0.0124,0.3987,0.6013,4,2,0.5748,1139.0,6
University of Oklahoma-Norman Campus,0.6035,0.0456,0.1058,0.0672,0.0362,0.0011,0.0916,0.0349,0.0141,0.4925,0.5075,4,1,0.8041,1236.0,6
University of Oklahoma-Norman Campus,0.6035,0.0456,0.1058,0.0672,0.0362,0.0011,0.0916,0.0349,0.0141,0.4925,0.5075,4,1,0.8041,1236.0,6
Oral Roberts University,0.4429,0.1562,0.134,0.0232,0.031,0.0,0.0491,0.1085,0.0552,0.4032,0.5968,4,2,0.6829,1105.0,6
Oral Roberts University,0.4429,0.1562,0.134,0.0232,0.031,0.0,0.0491,0.1085,0.0552,0.4032,0.5968,4,2,0.6829,1105.0,6
Southeastern Oklahoma State University,0.5364,0.0492,0.0775,0.0071,0.1234,0.0007,0.1908,0.0148,0.0,0.4602,0.5398,4,1,0.7372,1065.0,6
Southeastern Oklahoma State University,0.5364,0.0492,0.0775,0.0071,0.1234,0.0007,0.1908,0.0148,0.0,0.4602,0.5398,4,1,0.7372,1065.0,6
Southwestern Christian University,0.3862,0.2439,0.1098,0.0102,0.0508,0.0081,0.0346,0.1382,0.0183,0.5528,0.4472,4,2,0.6206,982.0,6
Southwestern Christian University,0.3862,0.2439,0.1098,0.0102,0.0508,0.0081,0.0346,0.1382,0.0183,0.5528,0.4472,4,2,0.6206,982.0,6
Southwestern Oklahoma State University,0.626,0.0428,0.1203,0.0223,0.0351,0.001,0.0867,0.039,0.0267,0.3902,0.6098,4,1,0.9107,1085.0,6
Southwestern Oklahoma State University,0.626,0.0428,0.1203,0.0223,0.0351,0.001,0.0867,0.039,0.0267,0.3902,0.6098,4,1,0.9107,1085.0,6
University of Tulsa,0.5449,0.0696,0.0857,0.0594,0.0288,0.0006,0.0777,0.12,0.0133,0.5368,0.4632,4,2,0.3584,1276.0,6
University of Tulsa,0.5449,0.0696,0.0857,0.0594,0.0288,0.0006,0.0777,0.12,0.0133,0.5368,0.4632,4,2,0.3584,1276.0,6
Eastern Oregon University,0.6892,0.0213,0.1216,0.016,0.0198,0.0399,0.0551,0.0156,0.0217,0.4024,0.5976,4,1,0.9798,1040.0,8
Eastern Oregon University,0.6892,0.0213,0.1216,0.016,0.0198,0.0399,0.0551,0.0156,0.0217,0.4024,0.5976,4,1,0.9798,1040.0,8
George Fox University,0.6913,0.013,0.1406,0.0379,0.0061,0.0061,0.08199999999999999,0.0126,0.0103,0.4198,0.5802,4,2,0.8239,1151.0,8
George Fox University,0.6913,0.013,0.1406,0.0379,0.0061,0.0061,0.08199999999999999,0.0126,0.0103,0.4198,0.5802,4,2,0.8239,1151.0,8
Linfield University-McMinnville Campus,0.6161,0.0137,0.1902,0.0484,0.0072,0.0116,0.0716,0.0202,0.021,0.3832,0.6168,3,2,0.8172,1140.0,8
Linfield University-McMinnville Campus,0.6161,0.0137,0.1902,0.0484,0.0072,0.0116,0.0716,0.0202,0.021,0.3832,0.6168,3,2,0.8172,1140.0,8
Bushnell University,0.6905,0.0483,0.0465,0.0286,0.0233,0.0143,0.1073,0.0215,0.0197,0.3792,0.6208,4,2,0.6582,1070.0,8
Bushnell University,0.6905,0.0483,0.0465,0.0286,0.0233,0.0143,0.1073,0.0215,0.0197,0.3792,0.6208,4,2,0.6582,1070.0,8
Oregon Institute of Technology,0.6890000000000001,0.0174,0.1136,0.0609,0.0104,0.0056,0.058,0.023,0.0222,0.5412,0.4588,4,1,0.971,1114.0,8
Oregon Institute of Technology,0.6890000000000001,0.0174,0.1136,0.0609,0.0104,0.0056,0.058,0.023,0.0222,0.5412,0.4588,4,1,0.971,1114.0,8
Western Oregon University,0.5911,0.031,0.2006,0.0398,0.0113,0.0196,0.0398,0.0393,0.0275,0.3595,0.6405,4,1,0.8459,1057.0,8
Western Oregon University,0.5911,0.031,0.2006,0.0398,0.0113,0.0196,0.0398,0.0393,0.0275,0.3595,0.6405,4,1,0.8459,1057.0,8
Western Oregon University,0.5911,0.031,0.2006,0.0398,0.0113,0.0196,0.0398,0.0393,0.0275,0.3595,0.6405,4,1,0.8459,1057.0,8
Western Oregon University,0.5911,0.031,0.2006,0.0398,0.0113,0.0196,0.0398,0.0393,0.0275,0.3595,0.6405,4,1,0.8459,1057.0,8
Western Oregon University,0.5911,0.031,0.2006,0.0398,0.0113,0.0196,0.0398,0.0393,0.0275,0.3595,0.6405,4,1,0.8459,1057.0,8
Western Oregon University,0.5911,0.031,0.2006,0.0398,0.0113,0.0196,0.0398,0.0393,0.0275,0.3595,0.6405,4,1,0.8459,1057.0,8
Western Oregon University,0.5911,0.031,0.2006,0.0398,0.0113,0.0196,0.0398,0.0393,0.0275,0.3595,0.6405,4,1,0.8459,1057.0,8
Western Oregon University,0.5911,0.031,0.2006,0.0398,0.0113,0.0196,0.0398,0.0393,0.0275,0.3595,0.6405,4,1,0.8459,1057.0,8
Portland State University,0.5204,0.0396,0.1715,0.0959,0.0118,0.0063,0.0693,0.0451,0.0401,0.4557,0.5443,4,1,0.958,1099.0,8
Portland State University,0.5204,0.0396,0.1715,0.0959,0.0118,0.0063,0.0693,0.0451,0.0401,0.4557,0.5443,4,1,0.958,1099.0,8
Reed College,0.5829,0.0147,0.098,0.0763,0.0014,0.0,0.0938,0.112,0.021,0.4752,0.5248,4,2,0.3947,1433.0,8
Reed College,0.5829,0.0147,0.098,0.0763,0.0014,0.0,0.0938,0.112,0.021,0.4752,0.5248,4,2,0.3947,1433.0,8
Southern Oregon University,0.5936,0.0227,0.1275,0.0209,0.0145,0.0114,0.0943,0.0219,0.0932,0.3969,0.6031,4,1,0.782,1093.0,8
Southern Oregon University,0.5936,0.0227,0.1275,0.0209,0.0145,0.0114,0.0943,0.0219,0.0932,0.3969,0.6031,4,1,0.782,1093.0,8
Corban University,0.7117,0.0236,0.0322,0.0257,0.0129,0.0129,0.07400000000000001,0.0364,0.0707,0.433,0.5670000000000001,4,2,0.851,1128.0,8
Corban University,0.7117,0.0236,0.0322,0.0257,0.0129,0.0129,0.07400000000000001,0.0364,0.0707,0.433,0.5670000000000001,4,2,0.851,1128.0,8
Bryn Athyn College of the New Church,0.5583,0.1625,0.0459,0.0247,0.0071,0.0035,0.0071,0.0459,0.1449,0.4806,0.5194,3,2,0.9176,1021.0,2
Bryn Athyn College of the New Church,0.5583,0.1625,0.0459,0.0247,0.0071,0.0035,0.0071,0.0459,0.1449,0.4806,0.5194,3,2,0.9176,1021.0,2
DeSales University,0.6992,0.055,0.1211,0.032,0.0012,0.0,0.03,0.0012,0.0603,0.3615,0.6385,4,2,0.7882,1154.0,2
DeSales University,0.6992,0.055,0.1211,0.032,0.0012,0.0,0.03,0.0012,0.0603,0.3615,0.6385,4,2,0.7882,1154.0,2
Alvernia University,0.6807,0.1185,0.1176,0.0163,0.0029,0.0,0.033,0.0067,0.0244,0.3026,0.6974,4,2,0.6422,1044.0,2
Alvernia University,0.6807,0.1185,0.1176,0.0163,0.0029,0.0,0.033,0.0067,0.0244,0.3026,0.6974,4,2,0.6422,1044.0,2
Arcadia University,0.6341,0.0961,0.1042,0.0488,0.004,0.001,0.0458,0.0292,0.0367,0.3296,0.6704,4,2,0.6567,1154.0,2
Arcadia University,0.6341,0.0961,0.1042,0.0488,0.004,0.001,0.0458,0.0292,0.0367,0.3296,0.6704,4,2,0.6567,1154.0,2
Bloomsburg University of Pennsylvania,0.7671,0.0677,0.0768,0.0107,0.0025,0.0004,0.0172,0.0041,0.0535,0.4196,0.5804,4,1,0.8421,1051.0,2
Bloomsburg University of Pennsylvania,0.7671,0.0677,0.0768,0.0107,0.0025,0.0004,0.0172,0.0041,0.0535,0.4196,0.5804,4,1,0.8421,1051.0,2
Bucknell University,0.7442,0.0341,0.0651,0.0496,0.0006,0.0003,0.0416,0.0632,0.0014,0.4897,0.5103,4,2,0.3423,1355.0,2
Bucknell University,0.7442,0.0341,0.0651,0.0496,0.0006,0.0003,0.0416,0.0632,0.0014,0.4897,0.5103,4,2,0.3423,1355.0,2
Cabrini University,0.5412,0.2072,0.1361,0.0352,0.0,0.0007,0.0292,0.0,0.0505,0.3831,0.6169,4,2,0.7583,1099.0,2
Cabrini University,0.5412,0.2072,0.1361,0.0352,0.0,0.0007,0.0292,0.0,0.0505,0.3831,0.6169,4,2,0.7583,1099.0,2
California University of Pennsylvania,0.7553,0.1173,0.0408,0.0122,0.0011,0.0008,0.0383,0.0076,0.0267,0.4529,0.5471,4,1,0.9713,1012.0,2
California University of Pennsylvania,0.7553,0.1173,0.0408,0.0122,0.0011,0.0008,0.0383,0.0076,0.0267,0.4529,0.5471,4,1,0.9713,1012.0,2
Carlow University,0.6918,0.1778,0.0225,0.0318,0.0008,0.0,0.0404,0.0031,0.0318,0.1661,0.8339,4,2,0.9182,1072.0,2
Carlow University,0.6918,0.1778,0.0225,0.0318,0.0008,0.0,0.0404,0.0031,0.0318,0.1661,0.8339,4,2,0.9182,1072.0,2
Carnegie Mellon University,0.2611,0.0372,0.091,0.3278,0.0002,0.0003,0.0416,0.1767,0.0641,0.5048,0.4952,4,2,0.1544,1513.0,2
Carnegie Mellon University,0.2611,0.0372,0.091,0.3278,0.0002,0.0003,0.0416,0.1767,0.0641,0.5048,0.4952,4,2,0.1544,1513.0,2
Cedar Crest College,0.6,0.0858,0.1425,0.0275,0.0008,0.0008,0.0225,0.0683,0.0517,0.08,0.92,4,2,0.6087,1073.0,2
Cedar Crest College,0.6,0.0858,0.1425,0.0275,0.0008,0.0008,0.0225,0.0683,0.0517,0.08,0.92,4,2,0.6087,1073.0,2
Chestnut Hill College,0.3944,0.3237,0.1201,0.0145,0.0009,0.0009,0.0426,0.0281,0.075,0.4089,0.5911,4,2,0.6493,1009.0,2
Chestnut Hill College,0.3944,0.3237,0.1201,0.0145,0.0009,0.0009,0.0426,0.0281,0.075,0.4089,0.5911,4,2,0.6493,1009.0,2
Clarion University of Pennsylvania,0.825,0.0743,0.0329,0.0082,0.0019,0.0016,0.0206,0.0047,0.0307,0.3193,0.6807,4,1,0.9504,1037.0,2
Clarion University of Pennsylvania,0.825,0.0743,0.0329,0.0082,0.0019,0.0016,0.0206,0.0047,0.0307,0.3193,0.6807,4,1,0.9504,1037.0,2
Delaware Valley University,0.6834,0.0859,0.0757,0.0136,0.0045,0.0017,0.022,0.0017,0.1114,0.4053,0.5947,4,2,0.9272,1077.0,2
Delaware Valley University,0.6834,0.0859,0.0757,0.0136,0.0045,0.0017,0.022,0.0017,0.1114,0.4053,0.5947,4,2,0.9272,1077.0,2
Drexel University,0.5045,0.0652,0.0676,0.1962,0.0005,0.0011,0.0383,0.1043,0.0221,0.5238,0.4762,4,2,0.747,1295.0,2
Drexel University,0.5045,0.0652,0.0676,0.1962,0.0005,0.0011,0.0383,0.1043,0.0221,0.5238,0.4762,4,2,0.747,1295.0,2
Duquesne University,0.8088,0.0538,0.0408,0.0341,0.0003,0.0007,0.0338,0.0238,0.0039,0.3637,0.6363,4,2,0.7433,1221.0,2
Duquesne University,0.8088,0.0538,0.0408,0.0341,0.0003,0.0007,0.0338,0.0238,0.0039,0.3637,0.6363,4,2,0.7433,1221.0,2
East Stroudsburg University of Pennsylvania,0.5627,0.202,0.1349,0.019,0.0026,0.0019,0.0441,0.0047,0.0282,0.4379,0.5621,4,1,0.847,1007.0,2
East Stroudsburg University of Pennsylvania,0.5627,0.202,0.1349,0.019,0.0026,0.0019,0.0441,0.0047,0.0282,0.4379,0.5621,4,1,0.847,1007.0,2
Eastern Mennonite University,0.6877,0.0858,0.0786,0.0207,0.001,0.0031,0.0548,0.03,0.0383,0.3837,0.6163,4,2,0.6459999999999999,1106.0,5
Eastern Mennonite University,0.6877,0.0858,0.0786,0.0207,0.001,0.0031,0.0548,0.03,0.0383,0.3837,0.6163,4,2,0.6459999999999999,1106.0,5
Eastern Mennonite University,0.6877,0.0858,0.0786,0.0207,0.001,0.0031,0.0548,0.03,0.0383,0.3837,0.6163,4,2,0.6459999999999999,1106.0,5
Eastern Mennonite University,0.6877,0.0858,0.0786,0.0207,0.001,0.0031,0.0548,0.03,0.0383,0.3837,0.6163,4,2,0.6459999999999999,1106.0,5
Eastern Mennonite University,0.6877,0.0858,0.0786,0.0207,0.001,0.0031,0.0548,0.03,0.0383,0.3837,0.6163,4,2,0.6459999999999999,1106.0,5
Eastern Mennonite University,0.6877,0.0858,0.0786,0.0207,0.001,0.0031,0.0548,0.03,0.0383,0.3837,0.6163,4,2,0.6459999999999999,1106.0,5
Edinboro University of Pennsylvania,0.8184,0.0558,0.0407,0.0096,0.0028,0.0,0.0,0.0139,0.0589,0.4177,0.5823,4,1,0.8332,1065.0,2
Edinboro University of Pennsylvania,0.8184,0.0558,0.0407,0.0096,0.0028,0.0,0.0,0.0139,0.0589,0.4177,0.5823,4,1,0.8332,1065.0,2
Gannon University,0.6989,0.0548,0.0422,0.0157,0.0014,0.0007,0.0345,0.0918,0.06,0.3946,0.6054,4,2,0.7552,1135.0,2
Gannon University,0.6989,0.0548,0.0422,0.0157,0.0014,0.0007,0.0345,0.0918,0.06,0.3946,0.6054,4,2,0.7552,1135.0,2
Geneva College,0.797,0.0753,0.0169,0.0161,0.0034,0.0,0.0313,0.0203,0.0398,0.5355,0.4645,4,2,0.5323,1142.0,2
Geneva College,0.797,0.0753,0.0169,0.0161,0.0034,0.0,0.0313,0.0203,0.0398,0.5355,0.4645,4,2,0.5323,1142.0,2
Grove City College,0.92,0.0069,0.0114,0.0187,0.0009,0.0005,0.0311,0.0078,0.0027,0.5318,0.4682,3,2,0.7943,1259.0,2
Grove City College,0.92,0.0069,0.0114,0.0187,0.0009,0.0005,0.0311,0.0078,0.0027,0.5318,0.4682,3,2,0.7943,1259.0,2
Gwynedd Mercy University,0.622,0.2064,0.055,0.0643,0.0076,0.0027,0.0114,0.0022,0.0283,0.226,0.774,4,2,0.9515,1022.0,2
Gwynedd Mercy University,0.622,0.2064,0.055,0.0643,0.0076,0.0027,0.0114,0.0022,0.0283,0.226,0.774,4,2,0.9515,1022.0,2
Haverford College,0.5283,0.0596,0.0894,0.1177,0.0008,0.0,0.0657,0.1139,0.0245,0.474,0.526,3,2,0.1632,1468.0,2
Haverford College,0.5283,0.0596,0.0894,0.1177,0.0008,0.0,0.0657,0.1139,0.0245,0.474,0.526,3,2,0.1632,1468.0,2
Holy Family University,0.6556,0.1579,0.0144,0.0728,0.0026,0.0062,0.0005,0.0,0.0902,0.2501,0.7499,4,2,0.7277,1022.0,2
Holy Family University,0.6556,0.1579,0.0144,0.0728,0.0026,0.0062,0.0005,0.0,0.0902,0.2501,0.7499,4,2,0.7277,1022.0,2
Immaculata University,0.6856,0.1518,0.0913,0.0238,0.0008,0.0,0.023,0.0153,0.0084,0.2922,0.7078,4,2,0.8101,1054.0,2
Immaculata University,0.6856,0.1518,0.0913,0.0238,0.0008,0.0,0.023,0.0153,0.0084,0.2922,0.7078,4,2,0.8101,1054.0,2
Indiana University of Pennsylvania-Main Campus,0.7375,0.1196,0.0482,0.0122,0.0012,0.0002,0.0493,0.0223,0.0095,0.4149,0.5851,4,1,0.93,1017.0,2
Indiana University of Pennsylvania-Main Campus,0.7375,0.1196,0.0482,0.0122,0.0012,0.0002,0.0493,0.0223,0.0095,0.4149,0.5851,4,1,0.93,1017.0,2
Keystone College,0.6703,0.1317,0.0805,0.0076,0.005,0.0008,0.0302,0.0008,0.073,0.4379,0.5621,4,2,0.7874,974.0,2
Keystone College,0.6703,0.1317,0.0805,0.0076,0.005,0.0008,0.0302,0.0008,0.073,0.4379,0.5621,4,2,0.7874,974.0,2
Kutztown University of Pennsylvania,0.7419,0.0787,0.0885,0.0197,0.0015,0.0006,0.0319,0.0083,0.0289,0.4525,0.5475,4,1,0.8992,1058.0,2
Kutztown University of Pennsylvania,0.7419,0.0787,0.0885,0.0197,0.0015,0.0006,0.0319,0.0083,0.0289,0.4525,0.5475,4,1,0.8992,1058.0,2
Lancaster Bible College,0.4994,0.16899999999999998,0.0445,0.0121,0.0006,0.0,0.1696,0.0,0.1048,0.4651,0.5349,4,2,0.9601,1081.0,2
Lancaster Bible College,0.4994,0.16899999999999998,0.0445,0.0121,0.0006,0.0,0.1696,0.0,0.1048,0.4651,0.5349,4,2,0.9601,1081.0,2
Lebanon Valley College,0.8373,0.0275,0.058,0.0233,0.0006,0.0006,0.0293,0.0144,0.009000000000000001,0.4581,0.5419,4,2,0.7958,1165.0,2
Lebanon Valley College,0.8373,0.0275,0.058,0.0233,0.0006,0.0006,0.0293,0.0144,0.009000000000000001,0.4581,0.5419,4,2,0.7958,1165.0,2
Lehigh University,0.6195,0.0428,0.0935,0.0771,0.0008,0.001,0.036000000000000004,0.0926,0.0368,0.5362,0.4638,4,2,0.321,1380.0,2
Lehigh University,0.6195,0.0428,0.0935,0.0771,0.0008,0.001,0.036000000000000004,0.0926,0.0368,0.5362,0.4638,4,2,0.321,1380.0,2
Lycoming College,0.5916,0.1352,0.1299,0.0125,0.0018,0.0009,0.0383,0.0507,0.0391,0.4795,0.5205,3,2,0.623,1126.0,2
Lycoming College,0.5916,0.1352,0.1299,0.0125,0.0018,0.0009,0.0383,0.0507,0.0391,0.4795,0.5205,3,2,0.623,1126.0,2
Mansfield University of Pennsylvania,0.7685,0.1138,0.0454,0.0064,0.0026,0.0013,0.0249,0.0077,0.0294,0.3715,0.6285,4,1,0.9606,1019.0,2
Mansfield University of Pennsylvania,0.7685,0.1138,0.0454,0.0064,0.0026,0.0013,0.0249,0.0077,0.0294,0.3715,0.6285,4,1,0.9606,1019.0,2
Marywood University,0.7431,0.0248,0.0774,0.0242,0.0017,0.0006,0.0185,0.0115,0.0982,0.3262,0.6738,4,2,0.7776,1098.0,2
Marywood University,0.7431,0.0248,0.0774,0.0242,0.0017,0.0006,0.0185,0.0115,0.0982,0.3262,0.6738,4,2,0.7776,1098.0,2
Messiah University,0.8061,0.0295,0.0562,0.0248,0.0012,0.0,0.0357,0.0427,0.0039,0.3951,0.6049,4,2,0.7587,1213.0,2
Messiah University,0.8061,0.0295,0.0562,0.0248,0.0012,0.0,0.0357,0.0427,0.0039,0.3951,0.6049,4,2,0.7587,1213.0,2
Millersville University of Pennsylvania,0.7329,0.0914,0.108,0.0303,0.0047,0.0003,0.0103,0.0089,0.0132,0.4189,0.5811,4,1,0.7927,1075.0,2
Millersville University of Pennsylvania,0.7329,0.0914,0.108,0.0303,0.0047,0.0003,0.0103,0.0089,0.0132,0.4189,0.5811,4,1,0.7927,1075.0,2
Misericordia University,0.8548,0.0299,0.033,0.0134,0.0015,0.0015,0.0381,0.0021,0.0257,0.3218,0.6782,4,2,0.8578,1144.0,2
Misericordia University,0.8548,0.0299,0.033,0.0134,0.0015,0.0015,0.0381,0.0021,0.0257,0.3218,0.6782,4,2,0.8578,1144.0,2
Moore College of Art and Design,0.5995,0.1395,0.0724,0.0465,0.0,0.0078,0.0827,0.0103,0.0413,0.0,1.0,4,2,0.4699,1186.0,2
Moore College of Art and Design,0.5995,0.1395,0.0724,0.0465,0.0,0.0078,0.0827,0.0103,0.0413,0.0,1.0,4,2,0.4699,1186.0,2
Muhlenberg College,0.7373,0.0426,0.0923,0.035,0.0009,0.0,0.0215,0.026,0.0444,0.3931,0.6069,3,2,0.6624,1270.0,2
Muhlenberg College,0.7373,0.0426,0.0923,0.035,0.0009,0.0,0.0215,0.026,0.0444,0.3931,0.6069,3,2,0.6624,1270.0,2
Neumann University,0.5555,0.2817,0.0574,0.0156,0.0017,0.0006,0.0312,0.01,0.0463,0.3173,0.6827,4,2,0.6232,1002.0,2
Neumann University,0.5555,0.2817,0.0574,0.0156,0.0017,0.0006,0.0312,0.01,0.0463,0.3173,0.6827,4,2,0.6232,1002.0,2
Pennsylvania State University-Main Campus,0.6524,0.0571,0.0775,0.0647,0.0013,0.0011,0.0347,0.0941,0.0172,0.5407,0.4593,4,1,0.7594,1201.0,2
Pennsylvania State University-Main Campus,0.6524,0.0571,0.0775,0.0647,0.0013,0.0011,0.0347,0.0941,0.0172,0.5407,0.4593,4,1,0.7594,1201.0,2
University of Pennsylvania,0.3998,0.0799,0.1004,0.2156,0.0011,0.0005,0.0508,0.1275,0.0244,0.4602,0.5398,4,2,0.0766,1511.0,2
University of Pennsylvania,0.3998,0.0799,0.1004,0.2156,0.0011,0.0005,0.0508,0.1275,0.0244,0.4602,0.5398,4,2,0.0766,1511.0,2
Cairn University-Langhorne,0.7043,0.0891,0.0368,0.0321,0.0,0.0,0.0665,0.0475,0.0238,0.4477,0.5523,4,2,0.8278,1120.0,2
Cairn University-Langhorne,0.7043,0.0891,0.0368,0.0321,0.0,0.0,0.0665,0.0475,0.0238,0.4477,0.5523,4,2,0.8278,1120.0,2
University of the Sciences,0.4455,0.0626,0.0376,0.3498,0.0007,0.0022,0.042,0.0103,0.0493,0.3616,0.6384,4,2,0.7095,1218.0,2
University of the Sciences,0.4455,0.0626,0.0376,0.3498,0.0007,0.0022,0.042,0.0103,0.0493,0.3616,0.6384,4,2,0.7095,1218.0,2
University of Pittsburgh-Bradford,0.6721,0.1427,0.0671,0.0309,0.0039,0.0,0.0401,0.0154,0.0278,0.4313,0.5687,3,1,0.7288,1068.0,2
University of Pittsburgh-Bradford,0.6721,0.1427,0.0671,0.0309,0.0039,0.0,0.0401,0.0154,0.0278,0.4313,0.5687,3,1,0.7288,1068.0,2
University of Pittsburgh-Greensburg,0.7728,0.0585,0.0655,0.0355,0.0,0.0,0.0376,0.0042,0.0258,0.4453,0.5547,3,1,0.8383,1107.0,2
University of Pittsburgh-Greensburg,0.7728,0.0585,0.0655,0.0355,0.0,0.0,0.0376,0.0042,0.0258,0.4453,0.5547,3,1,0.8383,1107.0,2
University of Pittsburgh-Johnstown,0.8092,0.0419,0.0529,0.0264,0.0004,0.0,0.026,0.0151,0.0281,0.5598,0.4402,3,1,0.7854,1118.0,2
University of Pittsburgh-Johnstown,0.8092,0.0419,0.0529,0.0264,0.0004,0.0,0.026,0.0151,0.0281,0.5598,0.4402,3,1,0.7854,1118.0,2
University of Pittsburgh-Pittsburgh Campus,0.6821,0.0526,0.0494,0.1124,0.0005,0.0002,0.0448,0.0482,0.0099,0.4655,0.5345,4,1,0.5665,1365.0,2
University of Pittsburgh-Pittsburgh Campus,0.6821,0.0526,0.0494,0.1124,0.0005,0.0002,0.0448,0.0482,0.0099,0.4655,0.5345,4,1,0.5665,1365.0,2
University of Pittsburgh-Titusville,0.8667,0.1037,0.0148,0.0,0.0074,0.0,0.0074,0.0,0.0,0.2444,0.7556,2,1,0.7241,910.0,2
University of Pittsburgh-Titusville,0.8667,0.1037,0.0148,0.0,0.0074,0.0,0.0074,0.0,0.0,0.2444,0.7556,2,1,0.7241,910.0,2
Point Park University,0.7051,0.1391,0.0614,0.0134,0.0016,0.0007,0.0431,0.0333,0.0023,0.3906,0.6094,4,2,0.7311,1097.0,2
Point Park University,0.7051,0.1391,0.0614,0.0134,0.0016,0.0007,0.0431,0.0333,0.0023,0.3906,0.6094,4,2,0.7311,1097.0,2
Reading Hospital School of Health Sciences,0.8121,0.0333,0.0879,0.0212,0.003,0.0,0.0152,0.0,0.0273,0.1394,0.8606,1,2,0.2286,1066.0,2
Reading Hospital School of Health Sciences,0.8121,0.0333,0.0879,0.0212,0.003,0.0,0.0152,0.0,0.0273,0.1394,0.8606,1,2,0.2286,1066.0,2
Rosemont College,0.3679,0.3841,0.1016,0.0203,0.002,0.0061,0.0407,0.0102,0.0671,0.3577,0.6423,4,2,0.9209,1049.0,2
